"contrast","estimate","SE","df","t.ratio","p.value"
"entry8 - entry9",5.94826321264717,2.30210949922898,328,2.58383157475322,0.856170195943461
"entry8 - entry10",11.5225709176119,2.28071036083791,328,5.05218510665188,0.000556232056773021
"entry8 - entry11",1.80031269638428,2.28403969946325,328,0.788214275262969,1
"entry8 - entry12",9.32717911087277,2.28656713841737,328,4.07911884771006,0.0318719739568256
"entry8 - entry13",3.91829565702254,2.29535020545096,328,1.70705788063078,0.999851227474731
"entry8 - entry14",-0.867460523412705,2.28943316296797,328,-0.378897509411522,1
"entry8 - entry15",1.37222963532536,2.29046017143576,328,0.599106525596202,1
"entry8 - entry16",1.76367664059854,2.2899200833788,328,0.770191350082495,1
"entry8 - entry17",2.60391685828183,2.2925783194143,328,1.13580279296503,0.999999998135957
"entry8 - entry18",8.19408504419301,2.32581174425127,328,3.52310760509591,0.180778828105001
"entry8 - entry20",-1.03806634377048,2.29803462964957,328,-0.451719190989205,1
"entry8 - entry21",2.14863083417922,2.27938258803725,328,0.942637205994182,0.999999999996313
"entry8 - entry22",3.83646616716748,2.2949060387129,328,1.67173126152004,0.999908323194866
"entry8 - entry23",4.49730513866439,2.29711569489735,328,1.95780523752216,0.997389558411489
"entry8 - entry24",1.62464686259149,2.33021493983814,328,0.697209014849225,1
"entry8 - entry25",5.21631511362625,2.30727816026505,328,2.26080894946235,0.971532108242267
"entry8 - entry26",-4.71668984622059,2.3708776238265,328,-1.98942779619643,0.996482050203839
"entry8 - entry27",2.83830577342387,2.35801862152656,328,1.20368251018576,0.999999988541961
"entry8 - entry28",4.37717638831753,2.29485623450828,328,1.90738588435167,0.9984208599215
"entry8 - entry29",5.94472925712774,2.29624970246396,328,2.58888623948381,0.853346590798622
"entry8 - entry30",7.96579457041344,2.28923738898714,328,3.47967170584168,0.202413328546425
"entry8 - entry31",8.66331982515509,2.29217452387834,328,3.77952016083697,0.086493412980114
"entry8 - entry32",-1.61220465365228,2.30653379298067,328,-0.698972917092568,1
"entry8 - entry33",2.62821893423367,2.29205445105032,328,1.14666513835625,0.999999997479568
"entry8 - entry34",3.19153095865134,2.29794354016391,328,1.38886395721615,0.999999228832983
"entry8 - entry35",3.35032060811446,2.33146151355234,328,1.43700446635713,0.999998026416869
"entry8 - entry36",4.12636467254314,2.30785830993444,328,1.78796274224493,0.999583727146394
"entry8 - entry37",1.91103396408647,2.28362324811605,328,0.836842927423797,1
"entry8 - entry40",3.18580867994264,2.30211785505354,328,1.3838599413793,0.999999302944106
"entry8 - entry41",10.0653327123749,2.34999874750942,328,4.28312258593428,0.0149920443022166
"entry8 - entry42",3.71255760598805,2.29264004447886,328,1.6193373290014,0.99995711666029
"entry8 - entry43",12.0470950952545,2.30494295099875,328,5.22663482410027,0.000241806079480877
"entry8 - entry44",9.47141182472021,2.28739896040906,328,4.1406907971255,0.0255358347772432
"entry8 - entry45",2.53288356345038,2.29576871203875,328,1.10328342318119,0.99999999926437
"entry8 - entry46",6.55294456582543,2.29636358125237,328,2.85361805043592,0.667364388525992
"entry9 - entry10",5.57430770496476,2.29474198145027,328,2.42916534844663,0.926906423855457
"entry9 - entry11",-4.14795051626289,2.29800100382653,328,-1.80502554583566,0.999489767598017
"entry9 - entry12",3.3789158982256,2.30048888258034,328,1.46878166802338,0.999996441923778
"entry9 - entry13",-2.02996755562462,2.30912618035574,328,-0.879106379241644,1
"entry9 - entry14",-6.81572373605987,2.3033305764289,328,-2.95907318116144,0.579865840496974
"entry9 - entry15",-4.57603357732181,2.30437769813828,328,-1.98580014943679,0.996598238652117
"entry9 - entry16",-4.18458657204863,2.30377931722012,328,-1.81640079011475,0.999417078675336
"entry9 - entry17",-3.34434635436534,2.30646819893325,328,-1.44998589441299,0.999997481891287
"entry9 - entry18",2.24582183154584,2.33957445587532,328,0.959927488482346,0.999999999992964
"entry9 - entry20",-6.98632955641765,2.31176346286593,328,-3.0220780233963,0.526815147028879
"entry9 - entry21",-3.79963237846794,2.29342818359368,328,-1.65674792245473,0.999925843179259
"entry9 - entry22",-2.11179704547968,2.30871551062156,328,-0.914706483221545,1
"entry9 - entry23",-1.45095807398277,2.31105970956903,328,-0.627832361048495,1
"entry9 - entry24",-4.32361635005567,2.34389772654652,328,-1.84462670921485,0.999195607410177
"entry9 - entry25",-0.731948099020918,2.3210526564822,328,-0.315351785310317,1
"entry9 - entry26",-10.6649530588678,2.3841632526403,328,-4.47324781432524,0.00707041113414841
"entry9 - entry27",-3.1099574392233,2.37153137537479,328,-1.31137098649256,0.999999850387749
"entry9 - entry28",-1.57108682432964,2.30858372096775,328,-0.680541411628356,1
"entry9 - entry29",-0.00353395551943159,2.31005887461558,328,-0.00152981188413203,1
"entry9 - entry30",2.01753135776627,2.30313116881957,328,0.875994986772863,1
"entry9 - entry31",2.71505661250792,2.30598746046119,328,1.17739435233742,0.999999994218402
"entry9 - entry32",-7.56046786629945,2.32024665632295,328,-3.25847592353868,0.339695062434781
"entry9 - entry33",-3.3200442784135,2.30589696179701,328,-1.43980599888824,0.999997919149056
"entry9 - entry34",-2.75673225399583,2.31176603863674,328,-1.19247891348966,0.999999991414582
"entry9 - entry35",-2.59794260453271,2.3452140110694,328,-1.10776355260988,0.999999999161817
